"Partija","Kandidatas1","Kandidatas2","Koreliacija"
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Evaldas MACEIKA","Laurynas KASČIŪNAS",0.238439536749069
"Lietuvos socialdemokratų partija","Darius RAZMISLEVIČIUS","Orinta LEIPUTĖ",0.237940871287715
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Aušra MIELEIKIENĖ","Dalia URBANAVIČIENĖ",0.237934971580855
"Lietuvos žmonių partija","Anatolijus ČUPKOVAS","Joana ŠIMANAUSKIENĖ",0.237770632401753
"Politinė partija „Sąjunga Taip“","Andrejus ZADNEPROVSKIS","Židrūnas GARŠVA",0.237678537851087
"Partija Tvarka ir teisingumas","Anatolij PARAMONOV","Eduard MELNIKOV",0.237635631328257
"Partija Tvarka ir teisingumas","Henrikas MACKELA","Ona GIEDRIENĖ",0.237537764912566
"Respublikonų partija","Mindaugas KUKCINAVIČIUS","Vilma GECEVIČIŪTĖ",0.237509030715076
"Lietuvos valstiečių ir žaliųjų sąjunga","Arvydas SUODIS","Juozas SAUSPREŠKIS",0.23724435063878
"Lietuvos valstiečių ir žaliųjų sąjunga","Arūnas JOKUBAUSKAS","Pranciškus ZARAMBA",0.236914424840013
"Lietuvos valstiečių ir žaliųjų sąjunga","Antanas BEZARAS","Rima BAŠKIENĖ",0.236812537836889
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Bronislava DAUNORIENĖ","Šarūnas LAUŽADIS",0.236780455294544
"„Drąsos kelias“ politinė partija","Artūras RATKUS","Tatjana ŽGUNOVA",0.236773624487529
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Algirdas KLIMAITIS","Gintautas ČIŽAUSKAS",0.236514693278233
"Lietuvos socialdemokratų partija","Jūratė JANUŠKIENĖ","Loreta KUBILIŪNIENĖ",0.236483312999045
"Lietuvos socialdemokratų partija","Andrius JOZONIS","Jonas BUDREVIČIUS",0.236467336820305
"Lietuvos socialdemokratų partija","Eglė Daiva KANIKOVIENĖ","Eugenijus KOVALKOVAS",0.236281690647306
"Lietuvos Respublikos liberalų sąjūdis","Audronė BALNIONIENĖ","Lina ZUPKAITĖ",0.236154427448573
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Audronė ČEKAUSKIENĖ","Nijolė DARGUŽIENĖ",0.236083425273328
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Edgaras PILYPAITIS","Gintautas ČIŽAUSKAS",0.235985074246573
"Liberalų ir centro sąjunga","Saulius BUDINAS","Saulius LIEKIS",0.235787931959533
"Partija Tvarka ir teisingumas","Remigijus AČAS","Vytautas KAMBLEVIČIUS",0.235640792941541
"Politinė partija „Sąjunga Taip“","Božena GRUODIENĖ","Daivis SUTKEVIČIUS",0.235626846081485
"Lietuvos Respublikos liberalų sąjūdis","Daiva JUODELIENĖ","Kęstutis MACIONIS",0.235295352605902
"Lietuvos Respublikos liberalų sąjūdis","Diana ZVIEDRIENĖ","Rita JAGMINIENĖ",0.235244206207837
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Agneta LADEK","Dainius KREIVYS",0.235231741888048
"„Drąsos kelias“ politinė partija","Antanas BUROKAS","Jonas IVOŠKA",0.2352025120682
"Politinė partija „Sąjunga Taip“","Jevgenij GALIAUTDINOV","Olga GORŠKOVA",0.2349866372167
"Emigrantų partija","Edgaras ŽILIONIS","Romualdas DANIELIS",0.234951280960141
"Partija Tvarka ir teisingumas","Donatas SENIKAS","Sonata RUDŽIANSKIENĖ",0.234772872708254
"Respublikonų partija","Gintaras GRIGARAVIČIUS","Vitalija GRIGARAVIČIENĖ",0.234663634820032
"Lietuvos socialdemokratų partija","Arvydas MOCKUS","Linas ANDRULIS",0.234525771021978
"Partija Tvarka ir teisingumas","Aušra RUČIENĖ","Donatas SENIKAS",0.234146197054678
"Liberalų ir centro sąjunga","Artūras TEPELYS","Tomas KARUŽAS",0.23406551400345
"Liberalų ir centro sąjunga","Regimantas BARAVYKAS","Vaida KATINAITĖ",0.233279738079853
"Liberalų ir centro sąjunga","Eglė MANKEVIČIENĖ","Martynas MARCINKEVIČIUS",0.232712921774271
"Politinė partija „Sąjunga Taip“","Jevgenij GALIAUTDINOV","Ruslan KOVALIOV",0.232703017171723
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Kazimieras KUZMINSKAS","Kęstutis DAINIUS",0.232682661453913
"Lietuvos valstiečių ir žaliųjų sąjunga","Gaila MATULYTĖ","Jonas JARUTIS",0.23252101700495
"Politinė partija „Sąjunga Taip“","Aleksandras BOJAROVAS","Ruslan KOVALIOV",0.232124046271226
"Lietuvos žmonių partija","Angelina LABANAUSKIENĖ","Remigijus SABALIAUSKAS",0.232029913028607
"Lietuvos socialdemokratų partija","Bronislovas STASIULIS","Jonas JURKUS",0.23193699569048
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Angelė KAZLAUSKIENĖ","Danutė BLAŽYTĖ-BAUŽIENĖ",0.231841851044752
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Arūnas PAKUTINSKAS","Edvardas KUVIKAS",0.231727225785354
"Krikščionių partija","Albinas PILIPAUSKAS","Algirdas MONKEVIČIUS",0.23171792110328
"Lietuvos Respublikos liberalų sąjūdis","Daiva ŠEREIKIENĖ","Vytautas DANILEVIČIUS",0.231601129898407
"Socialistinis liaudies Frontas","Angelė AMBRAZIENĖ","Antanas ŽADEIKIS",0.231417198056082
"Respublikonų partija","Rūta ZIENIENĖ","Tomas MERKYS",0.231277821067155
"Lietuvos Respublikos liberalų sąjūdis","Alfonsas KLIMAS","Daiva JUODELIENĖ",0.231261359289001
"Krikščionių partija","Jurgita ŽALIABARŠTYTĖ","Rūta JANKAUSKIENĖ",0.231052893608282
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Rytas KUPČINSKAS","Vidmantas ŽILIUS",0.230973014349522
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Laurynas KASČIŪNAS","Liutauras DIRSĖ",0.23096281698186
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Arūnas PAKUTINSKAS","Tomas BIKELIS",0.230794726254466
"Demokratinė darbo ir vienybės partija","Jonas REKEŠIUS","Vilma KVIETKAUSKIENĖ",0.230656477854146
"Krikščionių partija","Kęstutis MALINAUSKAS","Vytautas JUKNA",0.230632159130766
"Liberalų ir centro sąjunga","Arūnas MARKŪNAS","Valdas Petras MIKELIONIS",0.230521636604119
"Krikščionių partija","Alfonsas MOTUZAS","Toma RACIUVIENĖ",0.230360976054236
"Demokratinė darbo ir vienybės partija","Irina KSENZOVA","Laimutė DUDONIENĖ",0.230076983740547
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Raimundas MILADAUSKAS",0.229943675800647
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Vytautas BERNATONIS",0.229422507144425
"Lietuvos Respublikos liberalų sąjūdis","Almantas SKRUIBYS","Linas STANKUS",0.229405787577262
"Partija Tvarka ir teisingumas","Artūras RAZBADAUSKAS","Pranas NORVILAS",0.229282975537335
"Partija Tvarka ir teisingumas","Aleksas KARALAVIČIUS","Vygaudas MOLIS",0.229259466225358
"Emigrantų partija","Edgaras ŽILIONIS","Genė PUŽIENĖ",0.229254943975203
"Liberalų ir centro sąjunga","Aušrydas TAMULIONIS","Daiva VALIAUGIENĖ",0.228549426305774
"Lietuvos Respublikos liberalų sąjūdis","Alina VELYKIENĖ","Artūras ŠULCAS",0.228281865606798
"Demokratinė darbo ir vienybės partija","Audra UŽUPIENĖ","Nijolė VIŠKELIENĖ",0.228235123050904
"Lietuvos socialdemokratų partija","Giedrė PURVANECKIENĖ","Jurgis JURKEVIČIUS",0.228208357358481
"Lietuvos socialdemokratų partija","Juozas OLEKAS","Ramūnas BUROKAS",0.228070079651778
"Politinė partija „Sąjunga Taip“","Laimonas BANKAUSKAS","Marius TRINKŪNAS",0.227838628534024
"Politinė partija „Sąjunga Taip“","Olga GORŠKOVA","Vitalius BESAKIRSKAS",0.227585540912497
"Lietuvos Respublikos liberalų sąjūdis","Benjaminas MAŠALAITIS","Vytas LIUDŽIUS",0.227584909368841
"Emigrantų partija","Edgaras ŽILIONIS","Natalija STOČKUVIENĖ",0.22739871282782
"Lietuvos socialdemokratų partija","Linas ANDRULIS","Valerijus SIMULIK",0.227255213417641
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Algimantas VAITKUS","Žilvinas LELEIVA",0.227201490021051
"Lietuvos socialdemokratų partija","Aloyzas KAŽDAILEVIČIUS","Vaidotas LINKUS",0.226964511361326
"Respublikonų partija","Nerijus VARNAS","Vilma GECEVIČIŪTĖ",0.226604004594144
"Respublikonų partija","Remigijus URBONAS","Vilma GECEVIČIŪTĖ",0.226532977301526
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Julius PANKA","Tomas BEDULSKIS",0.226481904513915
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Judita DARGEVIČIENĖ","Liudas VEDECKIS",0.225986958815203
"Partija Tvarka ir teisingumas","Aušra RUČIENĖ","Edgaras MOLIS",0.225874772829225
"Lietuvos Respublikos liberalų sąjūdis","Algis MAČIULIS","Lina ZUPKAITĖ",0.225323318494905
"Lietuvos Respublikos liberalų sąjūdis","Adelė KARTEŠKINA","Remigijus MAKAUSKAS",0.225115281479701
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Ričardas ČEKUTIS","Vytautas BURBULIS",0.225113427274637
"Partija „Jaunoji Lietuva“","Arminas ŠAULYS","Mindaugas RIMKEVIČIUS",0.224566508791198
"„Drąsos kelias“ politinė partija","Arimantas RAČKAUSKAS","Linas LABAČIAUSKAS",0.224343185871786
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Evaldas JURKEVIČIUS","Nerijus ČAPAS",0.224204455729532
"Partija Tvarka ir teisingumas","Audronė BERESNEVIČIENĖ","Viktoras KAZAKEVIČIUS",0.224001240135106
"Partija Tvarka ir teisingumas","Algimantas JUOCEVIČIUS","Laima ALBINSKIENĖ",0.223834924963367
"Socialistinis liaudies Frontas","Aušra SAULIENĖ","Vitalij LAVKART",0.223745436634261
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Arūnas PAKUTINSKAS","Liudas VEDECKIS",0.223618677675513
"Respublikonų partija","Kęstutis NORVILAS","Leonid PLOTNIKOV",0.223362706642563
"Demokratinė darbo ir vienybės partija","Jurga ŠIUGŽDINYTĖ","Nijolė ŠIUGŽDINIENĖ",0.223325504683936
"Lietuvos Respublikos liberalų sąjūdis","Rita JAGMINIENĖ","Romas SADAUSKAS",0.223137616236016
"Lietuvos socialdemokratų partija","Domas PETRULIS","Lina BUDREIKAITĖ",0.223137119526913
"Emigrantų partija","Rimantas ŽILIONIS","Virginija ANDRIJEVSKIENĖ",0.223128211397489
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Birutė BUDRECKIENĖ","Gražina KRAULIENĖ",0.222845967910113
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Antanas BURAČAS","Arvydas AKSTINAVIČIUS",0.222458770937871
"Lietuvos žmonių partija","Rimantas KAUKĖNAS","Vitoldas MASALSKIS",0.222357456508381
"Lietuvos žmonių partija","Vadim DAVYDOV","Viačeslav KAŠPOR",0.22233784599354
"Lietuvos Respublikos liberalų sąjūdis","Kristina MAŠIRKIENĖ","Sigitas ŠLIAŽAS",0.221959175508517
"Respublikonų partija","Lolita TURAUSKIENĖ","Vilma GECEVIČIŪTĖ",0.221856058464942
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Antanas BURAČAS","Birutė VALIONYTĖ",0.221677372933723
"Liberalų ir centro sąjunga","Rimantas TARAŠKEVIČIUS","Saulius LIEKIS",0.221673284099923
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Algirdas VILIMAS","Jonas GRIŠKEVIČIUS",0.221432137471104
"Politinė partija „Sąjunga Taip“","Kęstutis NĖNIUS","Virginija NAŠLĖNIENĖ",0.221239942465432
"Politinė partija „Sąjunga Taip“","Aleksandras BOJAROVAS","Jevgenij GALIAUTDINOV",0.22111827988573
"Respublikonų partija","Deimantas Petras RAŽANAUSKAS","Mindaugas KUKCINAVIČIUS",0.220939330745489
"Lietuvos Respublikos liberalų sąjūdis","Arūnas BALSEVIČIUS","Eugenijus KURTINAITIS",0.220825215754912
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Algimantas BIRBILAS","Laimutis VASILEVIČIUS",0.220764175309638
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Dalia URBANAVIČIENĖ","Judita DARGEVIČIENĖ",0.220401215757928
"Partija Tvarka ir teisingumas","Algimantas ADOMAITIS","Pranas SASNAUSKAS",0.220365750298219
"Politinė partija „Sąjunga Taip“","Beata LABUTYTĖ","Saulius SKAMBINAS",0.220010968204753
"Demokratinė darbo ir vienybės partija","Aidanas BUTKUS","Vladimir KISELIOV",0.219909069750521
"Demokratinė darbo ir vienybės partija","Artūras KARAKAS","Rasa KISELIOVA",0.21968626139484
"Lietuvos žmonių partija","Farit NUGUMANOV","Irina BUDAJEVA",0.219562015187725
"Respublikonų partija","Danutė MARTINKĖNIENĖ","Inga ČERNIŪTĖ",0.219513738697145
"Socialistinis liaudies Frontas","Dalė DEMOVIENĖ","Valentina ČERNIKEVIČ",0.219295367288391
"„Drąsos kelias“ politinė partija","Alė JURGAITIENĖ","Jonas ZAJANČKAUSKAS",0.219054277188678
"„Drąsos kelias“ politinė partija","Kristina ZIKIENĖ","Sigitas MARTINAVIČIUS",0.219038840944305
"Liberalų ir centro sąjunga","Artūras MELIANAS","Raimundas PALAITIS",0.218915955230811
"Partija Tvarka ir teisingumas","Albinas KLIMAS","Loreta KEKIENĖ",0.218905160388176
"Demokratinė darbo ir vienybės partija","Anželika JANKOVSKAJA","Viačeslav JANKELEVIČ",0.218712775210322
"Lietuvos Respublikos liberalų sąjūdis","Benjaminas MAŠALAITIS","Eugenijus KURTINAITIS",0.218544257403672
"Partija „Jaunoji Lietuva“","Raimundas MILADAUSKAS","Stasys BUŠKEVIČIUS",0.218282078331457
"Liberalų ir centro sąjunga","Andrej AVDONIN","Aušrydas TAMULIONIS",0.217773057357726
"Respublikonų partija","Donatas BARTKUS","Kęstutis NORVILAS",0.217700827981019
"Demokratinė darbo ir vienybės partija","Diana ASTRAUSKIENĖ","Jolita BAGOČIŪTĖ",0.217641745037853
"Partija Tvarka ir teisingumas","Algirdas GUDAITIS","Alvydas MALINAUSKAS",0.217359708555244
"Partija Tvarka ir teisingumas","Daiva JUKNEVIČIENĖ","Ona GIEDRIENĖ",0.217189390392749
"Lietuvos Respublikos liberalų sąjūdis","Aušra JAKUBĖLIENĖ","Viktoras STRUPS",0.217184389000634
"Lietuvos Respublikos liberalų sąjūdis","Algirdas ARYS","Marytė GUDONYTĖ",0.216889884391728
"Demokratinė darbo ir vienybės partija","Mindaugas ZDANEVIČIUS","Tadas MILIAUSKAS",0.216490184052888
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Raimundas KAMINSKAS",0.215750492311327
"„Drąsos kelias“ politinė partija","Algirdas KARČIAUSKAS","Loreta STEPONAITYTĖ",0.21540435527369
"Politinė partija „Sąjunga Taip“","Janina ŠIMKUVIENĖ","Stanislav TARASEVIČ",0.215395994964377
"Socialistinis liaudies Frontas","Ivan FILONOV","Natalja VIKTOROVA",0.21515798286857
"Liberalų ir centro sąjunga","Andrej AVDONIN","Rolandas CIJUNČIKAS",0.21502651161229
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Alfonsas LUPEIKIS","Rimantas MAKRICKAS",0.215014560265304
"Partija Tvarka ir teisingumas","Kęstas KOMSKIS","Vytautas KAMBLEVIČIUS",0.214591258884424
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Algimantas KIRKUTIS","Valentinas GYLYS",0.214358914201613
"Lietuvos žmonių partija","Vainius ARLAUSKAS","Viačeslav KAŠPOR",0.214270714906448
"Lietuvos Respublikos liberalų sąjūdis","Jurgita CHOROMANSKYTĖ","Vidmantas MARTIKONIS",0.213690620955623
"Liberalų ir centro sąjunga","Irena RIČKUVIENĖ","Vidas BIČKUS",0.21348342099458
"Krikščionių partija","Kęstutis MALINAUSKAS","Petras BALČIŪNAS",0.213474018968525
"Politinė partija „Sąjunga Taip“","Dangis GUDELIS","Nomeda GUDELIENĖ",0.213469728489532
"Socialistinis liaudies Frontas","Antanas ŽADEIKIS","Veronika ŽADEIKIENĖ",0.213297659596526
"„Drąsos kelias“ politinė partija","Artūras RATKUS","Rytis SALADŽIUS",0.213204373291208
"Lietuvos žmonių partija","Andrej JERONKO","Valerij DALECKIJ",0.212948896870778
"Partija Tvarka ir teisingumas","Aldona Ona RADČENKO","Loreta JAKINEVIČIENĖ",0.212740889299967
"Partija „Jaunoji Lietuva“","Egidijus ŠVĖGŽDA","Mindaugas RIMKEVIČIUS",0.212706652427876
"Respublikonų partija","Aura BARTAŠKIENĖ","Rūta ZIENIENĖ",0.21251407413721
"Lietuvos žmonių partija","Dionizas DIRŽAUSKAS","Robertas KASPEROVIČIUS",0.212455584750307
"Politinė partija „Sąjunga Taip“","Darius MASKOLIŪNAS","Zenobija ŽEPNICKIENĖ",0.212440662087307
"Politinė partija „Sąjunga Taip“","Darius GIMŽAUSKAS","Regina ŠIMANAUSKIENĖ",0.212271899110261
"Demokratinė darbo ir vienybės partija","Drąsutis PREDKUS","Rita RIMŠIENĖ",0.212162083331678
"Demokratinė darbo ir vienybės partija","Gintautas SKEIRIS","Ruslan KARAPETROV",0.212036606147035
"„Drąsos kelias“ politinė partija","Alė JURGAITIENĖ","Linas PETRONIS",0.211704428691059
"Partija Tvarka ir teisingumas","Vygaudas MOLIS","Vytautas VASILENKO",0.210974153200465
"Partija Tvarka ir teisingumas","Rimas Antanas RUČYS","Vytautas KAMBLEVIČIUS",0.210924668708354
"Demokratinė darbo ir vienybės partija","Algirdas STANKUS","Larisa VALAITIENĖ",0.210686098033327
"„Drąsos kelias“ politinė partija","Eglė MIRONČIKIENĖ","Zenonas VEGELEVIČIUS",0.210535080733516
"Lietuvos Respublikos liberalų sąjūdis","Algis KAŠĖTA","Dalia KUODYTĖ",0.210434726959506
"Demokratinė darbo ir vienybės partija","Gintaras GURČINAS","Kristina GALDIKAITĖ",0.210384026911629
"Politinė partija „Sąjunga Taip“","Inga SIMANONYTĖ","Loreta KLIUKIENĖ",0.210279421588737
"Partija Tvarka ir teisingumas","Donatas SENIKAS","Loreta KEKIENĖ",0.210080741694967
"Lietuvos Respublikos liberalų sąjūdis","Alina VELYKIENĖ","Audronė BALNIONIENĖ",0.210075400615039
"Demokratinė darbo ir vienybės partija","Gintaras GURČINAS","Kęstutis ROKAS",0.210051497013734
"Lietuvos Respublikos liberalų sąjūdis","Audrius MASILIONIS","Kęstutis AKRAMAS",0.209708755009117
"Lietuvos Respublikos liberalų sąjūdis","Alfonsas KLIMAS","Jonas Kazys DZIRMEIKA",0.209544717283723
"Demokratinė darbo ir vienybės partija","Danutė RUPLYTĖ","Virginija LABANAUSKIENĖ",0.209538136721946
"„Drąsos kelias“ politinė partija","Algirdas Vaclovas PATACKAS","Valdas VASILIAUSKAS",0.209496167868333
"Lietuvos Respublikos liberalų sąjūdis","Gytis LUKOŠEVIČIUS","Kęstutis AKRAMAS",0.209477915419013
"Demokratinė darbo ir vienybės partija","Daiva MIEŽETIENĖ","Edgaras ŽUKAUSKAS",0.209251959183064
"Liberalų ir centro sąjunga","Arūnas MARKŪNAS","Jonas Edvardas JUODIS",0.209143686030456
"Partija Tvarka ir teisingumas","Alvydas MALINAUSKAS","Benjaminas KUJAVSKIS",0.209037787934375
"„Drąsos kelias“ politinė partija","Leonarda KUODIENĖ","Paulius VINKLERIS",0.20873966433435
"Lietuvos Respublikos liberalų sąjūdis","Algis MAČIULIS","Arūnas BALSEVIČIUS",0.207990954447286
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Angelija RANCEVIENĖ","Zigmantas VALIULIS",0.207723987983604
"Demokratinė darbo ir vienybės partija","Gintautas SKEIRIS","Vidmantas KURAUSKAS",0.20755763548129
"Lietuvos Respublikos liberalų sąjūdis","Artūras KILTINAVIČIUS","Vidmantas MARTIKONIS",0.207554339347256
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Darius BARTAŠIUS","Vaclovas RINGYS",0.207514121279927
"Politinė partija „Sąjunga Taip“","Gediminas VASILIAUSKAS","Vidutis BAREIKIS",0.207458878015962
"Partija Tvarka ir teisingumas","Donatas MIZARAS","Marius JUŠKEVIČIUS",0.207354220771494
"„Drąsos kelias“ politinė partija","Irena MALINAUSKIENĖ","Tatjana ŽGUNOVA",0.20714476131994
"Liberalų ir centro sąjunga","Kęstutis VILNIŠKIS","Saulius LIEKIS",0.206907873142898
"Lietuvos Respublikos liberalų sąjūdis","Kęstutis MACIONIS","Laimontas DINIUS",0.206579414708212
"Lietuvos žmonių partija","Remigijus SABALIAUSKAS","Vidmantas ŽEMAITIS",0.206183903376934
"Politinė partija „Sąjunga Taip“","Inga LEBEDNYKIENĖ","Snaigė VALENTUKEVIČIENĖ",0.206095605563939
"Lietuvos Respublikos liberalų sąjūdis","Linas STANKUS","Modestas KLIKNA",0.205877465408109
"Lietuvos Respublikos liberalų sąjūdis","Dalius DIRSĖ","Gražina SUKURIENĖ",0.205476654774484
"Demokratinė darbo ir vienybės partija","Almantas MAIŽIEŠIUS","Reda KNIURAITĖ",0.205368898449105
"Demokratinė darbo ir vienybės partija","Vidmantas KURAUSKAS","Virginija LABANAUSKIENĖ",0.205354119304929
"„Drąsos kelias“ politinė partija","Genovaitė RAČINSKIENĖ","Vytautas DAUJOTIS",0.205291963155969
"Partija Tvarka ir teisingumas","Kęstutis JASEVIČIUS","Romualdas JASMANTAS",0.204846749568693
"Politinė partija „Sąjunga Taip“","Alfredas ASTIKAS","Aurimas MILKAUSKAS",0.204736874259066
"Demokratinė darbo ir vienybės partija","Nijolė VIŠKELIENĖ","Virginija LABANAUSKIENĖ",0.204726803971457
"Krikščionių partija","Anželika JURAŠŪNIENĖ","Rita LIAUDANSKIENĖ",0.20446983291837
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Danutė BLAŽYTĖ-BAUŽIENĖ","Nijolė DARGUŽIENĖ",0.204433180510589
"Lietuvos žmonių partija","Andrej JERONKO","Viačeslav KAŠPOR",0.20441881316037
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Andrius JANKAUSKAS","Zigmantas VALIULIS",0.204250839624092
"Respublikonų partija","Birutė PAUKŠTIENĖ","Odilija LEKŠAITĖ",0.204204823832091
"Politinė partija „Sąjunga Taip“","Loreta RUPEIKIENĖ","Valdas KLIMANTAVIČIUS",0.20350091500861
"Lietuvos Respublikos liberalų sąjūdis","Daiva JUODELIENĖ","Gintautas STANKEVIČIUS",0.203449308239336
"Politinė partija „Sąjunga Taip“","Jevgenij GAGARIN","Vitalius BESAKIRSKAS",0.203319064308636
"Politinė partija „Sąjunga Taip“","Dainius JUKNEVIČIUS","Darius MASKOLIŪNAS",0.203273565171797
"Partija Tvarka ir teisingumas","Danas DAMBRAUSKAS","Pranas SASNAUSKAS",0.203266005335831
"Partija Tvarka ir teisingumas","Algimantas JUOCEVIČIUS","Žydrė NUTAUTIENĖ",0.20321133918936
"Lietuvos Respublikos liberalų sąjūdis","Kęstutis MACIONIS","Paulius KERAS",0.203123277258451
"Partija Tvarka ir teisingumas","Daiva JUKNEVIČIENĖ","Dalia GRIGALIŪNIENĖ",0.203018518442746
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Albinas STANKUS","Vladas BURAGAS",0.202969283779869
"Politinė partija „Sąjunga Taip“","Kęstutis NĖNIUS","Virginijus ŠMIGELSKAS",0.202802240138075
"Lietuvos Respublikos liberalų sąjūdis","Alfonsas KLIMAS","Audrius ENDZINAS",0.202714994262422
"Respublikonų partija","Daiva VAIDELIENĖ","Stanislav LITVINOVIČ",0.202148704953286
"Politinė partija „Sąjunga Taip“","Daina URBANAVIČIENĖ","Juozas ANTANAITIS",0.201932358380916
"Respublikonų partija","Algimantas JASULAITIS","Aušra ABRAMAVIČIENĖ",0.201541623205845
"Politinė partija „Sąjunga Taip“","Janė NARVILIENĖ","Mečislovas SUBELIS",0.201155534558627
"Politinė partija „Sąjunga Taip“","Loreta RUPEIKIENĖ","Snaigė VALENTUKEVIČIENĖ",0.201074096323287
"Demokratinė darbo ir vienybės partija","Diana ASTRAUSKIENĖ","Virginija LABANAUSKIENĖ",0.200845793132582
